opportunity_id,created_at,account_id,account_name,segment,industry,account_region,amount_usd,pipeline_stage,current_stage,forecast_category,next_step_date,status,actual_close,loss_reason,sales_rep_id,rep_name,rep_email,rep_region,rep_start_date
175,2023-06-21 07:00:00+00:00,1387,Turner-Smith,SMB,Healthcare,East,22013.0,5,Closed,Best Case,2020-01-01,won,2023-09-06,,29,Jamie Stevens,beckygarrison@example.com,East,2022-03-29
188,2023-06-04 07:00:00+00:00,89,Brady Ltd,Mid-Market,Healthcare,International,32919.0,5,Closed,Best Case,2023-06-13,won,2023-08-16,,48,Brianna Andrews,brandonyu@example.net,International,2023-05-22
189,2023-06-10 07:00:00+00:00,89,Brady Ltd,Mid-Market,Healthcare,International,95201.0,1,Discovery,Commit,2023-05-05,open,,,48,Brianna Andrews,brandonyu@example.net,International,2023-05-22
211,2023-06-20 07:00:00+00:00,263,Dunlap-Keller,SMB,Education,North,10307.0,4,Negotiation,Omit,2023-04-26,open,,,3,Dale Hopkins,william51@example.org,North,2023-07-07
214,2023-05-23 07:00:00+00:00,2463,Padilla Inc,SMB,FinTech,West,6112.0,2,Demo,Commit,2023-05-04,open,,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
215,2023-05-28 07:00:00+00:00,2463,Padilla Inc,SMB,FinTech,West,20163.0,4,Negotiation,Omit,2023-04-10,open,,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
216,2023-05-31 07:00:00+00:00,2463,Padilla Inc,SMB,FinTech,West,6521.0,5,Closed,Best Case,2023-05-27,won,2023-07-17,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
221,2023-04-16 07:00:00+00:00,503,"Shepard, Cannon and Peters",Mid-Market,Education,International,89522.0,2,Demo,Best Case,2023-06-17,open,,,44,Stephanie Mejia,youngtimothy@example.net,International,2022-07-30
241,2023-05-13 07:00:00+00:00,2536,"Cunningham, Sparks and May",Mid-Market,Education,South,35106.0,5,Closed,Omit,2023-04-25,lost,2023-06-13,feature_gap,17,Chris Park,bradley85@example.com,South,2022-05-23
278,2023-04-09 07:00:00+00:00,3740,Brown PLC,SMB,Healthcare,West,5415.0,0,Qualification,Commit,2023-05-09,open,,,17,Chris Park,bradley85@example.com,South,2022-05-23
279,2023-04-06 07:00:00+00:00,3740,Brown PLC,SMB,Healthcare,West,11307.0,4,Negotiation,Best Case,2023-06-21,open,,,17,Chris Park,bradley85@example.com,South,2022-05-23
287,2023-06-14 07:00:00+00:00,170,Aguilar LLC,Mid-Market,FinTech,East,51049.0,2,Demo,Best Case,2020-01-01,open,,,22,Jean Williams,yrobinson@example.com,East,2022-05-19
288,2023-06-09 07:00:00+00:00,170,Aguilar LLC,Mid-Market,FinTech,East,75742.0,2,Demo,Commit,2023-05-09,open,,,22,Jean Williams,yrobinson@example.com,East,2022-05-19
291,2023-06-25 07:00:00+00:00,2558,Bond-Martinez,SMB,Healthcare,East,15361.0,3,Proposal,Best Case,2023-06-06,open,,,22,Jean Williams,yrobinson@example.com,East,2022-05-19
380,2023-05-10 07:00:00+00:00,271,"Rose, Price and Crosby",SMB,FinTech,North,16382.0,2,Demo,Omit,2023-04-08,open,,,8,Elizabeth Rogers,lewisnoah@example.net,North,2023-04-24
438,2023-05-22 07:00:00+00:00,3814,Sampson Inc,SMB,Education,South,12195.0,5,Closed,Best Case,2023-04-27,won,2023-07-02,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
439,2023-06-01 07:00:00+00:00,3814,Sampson Inc,SMB,Education,South,21424.0,5,Closed,Best Case,2023-05-30,won,2023-06-11,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
454,2023-05-26 07:00:00+00:00,829,Walker LLC,SMB,FinTech,East,17432.0,5,Closed,Best Case,2020-01-01,won,2023-08-05,,24,Kenneth Rivas,wbrock@example.org,East,2022-12-14
479,2023-05-03 07:00:00+00:00,348,Burgess-Zhang,SMB,Education,West,17204.0,5,Closed,Omit,2023-06-05,won,2023-06-10,,24,Kenneth Rivas,wbrock@example.org,East,2022-12-14
480,2023-05-03 07:00:00+00:00,348,Burgess-Zhang,SMB,Education,West,9430.0,5,Closed,Omit,2023-06-12,won,2023-08-23,,24,Kenneth Rivas,wbrock@example.org,East,2022-12-14
490,2023-05-21 07:00:00+00:00,513,Mason Ltd,SMB,FinTech,East,17679.0,1,Discovery,Commit,2023-04-04,open,,,42,Melissa Buckley,jasonjuarez@example.org,International,2024-01-19
491,2023-06-21 07:00:00+00:00,1791,"Anderson, Mccarthy and Silva",SMB,FinTech,West,11686.0,5,Closed,Best Case,2023-04-07,won,2023-09-28,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
492,2023-06-25 07:00:00+00:00,1791,"Anderson, Mccarthy and Silva",SMB,FinTech,West,5547.0,5,Closed,Commit,2023-05-08,lost,2023-07-21,no_budget,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
499,2023-05-02 07:00:00+00:00,3667,Graham-Hayes,SMB,Education,North,23356.0,3,Proposal,Best Case,2023-06-28,open,,,8,Elizabeth Rogers,lewisnoah@example.net,North,2023-04-24
505,2023-04-27 07:00:00+00:00,3558,Becker LLC,SMB,Retail,North,13941.0,3,Proposal,Best Case,2023-06-12,open,,,2,Carla Coleman,ralphknight@example.org,North,2022-09-10
506,2023-04-22 07:00:00+00:00,3558,Becker LLC,SMB,Retail,North,21452.0,5,Closed,Omit,2023-05-30,won,2023-08-11,,2,Carla Coleman,ralphknight@example.org,North,2022-09-10
580,2023-04-15 07:00:00+00:00,531,Garcia-Moore,SMB,Retail,South,12338.0,1,Discovery,Best Case,2023-06-29,open,,,20,John Blevins,dalton49@example.net,South,2024-03-09
612,2023-05-15 07:00:00+00:00,1063,Chavez Group,SMB,Retail,West,20205.0,5,Closed,Commit,2023-04-18,won,2023-09-06,,36,James Butler,cassidyrosario@example.net,West,2023-11-15
657,2023-04-25 07:00:00+00:00,2755,"Bowen, Simmons and Taylor",SMB,Retail,East,6457.0,2,Demo,Commit,2023-06-13,open,,,22,Jean Williams,yrobinson@example.com,East,2022-05-19
658,2023-04-24 07:00:00+00:00,2755,"Bowen, Simmons and Taylor",SMB,Retail,East,6152.0,5,Closed,Omit,2023-05-23,lost,2023-05-08,no_decision,22,Jean Williams,yrobinson@example.com,East,2022-05-19
659,2023-04-28 07:00:00+00:00,2755,"Bowen, Simmons and Taylor",SMB,Retail,East,19015.0,1,Discovery,Commit,2023-04-11,open,,,22,Jean Williams,yrobinson@example.com,East,2022-05-19
660,2023-04-26 07:00:00+00:00,2755,"Bowen, Simmons and Taylor",SMB,Retail,East,17739.0,0,Qualification,Omit,2023-04-08,open,,,22,Jean Williams,yrobinson@example.com,East,2022-05-19
675,2023-05-02 07:00:00+00:00,929,Fuller PLC,SMB,Healthcare,East,22562.0,5,Closed,Omit,2023-05-23,lost,2023-07-14,timing,20,John Blevins,dalton49@example.net,South,2024-03-09
676,2023-05-03 07:00:00+00:00,929,Fuller PLC,SMB,Healthcare,East,24667.0,3,Proposal,Commit,2023-06-04,open,,,20,John Blevins,dalton49@example.net,South,2024-03-09
800,2023-06-30 07:00:00+00:00,2518,"Webb, Allen and Chan",SMB,Education,North,10973.0,3,Proposal,Omit,2023-05-14,open,,,4,Felicia Flores,stacey58@example.com,North,2022-05-04
801,2023-06-26 07:00:00+00:00,2518,"Webb, Allen and Chan",SMB,Education,North,23769.0,5,Closed,Best Case,2023-04-04,won,2023-08-04,,4,Felicia Flores,stacey58@example.com,North,2022-05-04
815,2023-06-23 07:00:00+00:00,2729,Garner and Sons,SMB,Education,North,22820.0,5,Closed,Omit,2020-01-01,won,2023-07-21,,42,Melissa Buckley,jasonjuarez@example.org,International,2024-01-19
816,2023-05-23 07:00:00+00:00,3905,Bush-Miller,Mid-Market,FinTech,West,49139.0,5,Closed,Commit,2023-05-30,won,2023-09-10,,31,Diana Welch,zwright@example.org,West,2023-07-16
863,2023-06-28 07:00:00+00:00,1445,"Powell, Ross and Jones",Mid-Market,Retail,West,83121.0,2,Demo,Best Case,2023-05-18,open,,,31,Diana Welch,zwright@example.org,West,2023-07-16
864,2023-06-24 07:00:00+00:00,1445,"Powell, Ross and Jones",Mid-Market,Retail,West,38881.0,5,Closed,Commit,2023-04-02,won,2023-10-06,,31,Diana Welch,zwright@example.org,West,2023-07-16
869,2023-06-15 07:00:00+00:00,2910,"Booth, Miller and Smith",SMB,Retail,South,16124.0,5,Closed,Omit,2023-05-04,lost,2023-06-27,timing,31,Diana Welch,zwright@example.org,West,2023-07-16
922,2023-06-08 07:00:00+00:00,332,Chapman-Evans,SMB,Retail,South,18261.0,3,Proposal,Best Case,2023-04-01,open,,,13,Margaret Brown,taylordaniel@example.com,South,2024-05-31
923,2023-06-05 07:00:00+00:00,332,Chapman-Evans,SMB,Retail,South,16599.0,5,Closed,Commit,2023-05-08,won,2023-09-19,,13,Margaret Brown,taylordaniel@example.com,South,2024-05-31
928,2023-05-22 07:00:00+00:00,2014,Stanley-Allison,Mid-Market,FinTech,North,96954.0,5,Closed,Omit,2023-05-31,won,2023-08-05,,39,Julie Richards,allison89@example.net,West,2023-03-16
929,2023-05-20 07:00:00+00:00,2014,Stanley-Allison,Mid-Market,FinTech,North,73374.0,0,Qualification,Commit,2023-04-06,open,,,39,Julie Richards,allison89@example.net,West,2023-03-16
930,2023-05-18 07:00:00+00:00,2014,Stanley-Allison,Mid-Market,FinTech,North,85979.0,5,Closed,Best Case,2023-06-24,won,2023-06-26,,39,Julie Richards,allison89@example.net,West,2023-03-16
939,2023-06-22 07:00:00+00:00,3636,"Cantu, Collins and Davis",SMB,Retail,East,7066.0,5,Closed,Best Case,2020-01-01,won,2023-08-12,,26,Ricky Franklin,coryjohnson@example.net,East,2023-02-26
941,2023-05-09 07:00:00+00:00,3289,Clark-Jordan,Mid-Market,Retail,International,91432.0,5,Closed,Commit,2020-01-01,lost,2023-05-18,no_decision,45,Nicholas Fisher,brucejoseph@example.org,International,2023-09-19
942,2023-05-14 07:00:00+00:00,3289,Clark-Jordan,Mid-Market,Retail,International,91899.0,5,Closed,Omit,2023-04-14,won,2023-08-09,,45,Nicholas Fisher,brucejoseph@example.org,International,2023-09-19
962,2023-06-27 07:00:00+00:00,3243,Crosby-Espinoza,SMB,Retail,International,18034.0,5,Closed,Best Case,2023-05-16,won,2023-09-11,,50,Connie Smith,wwood@example.org,International,2024-05-12
963,2023-06-22 07:00:00+00:00,3243,Crosby-Espinoza,SMB,Retail,International,16189.0,0,Qualification,Omit,2023-04-02,open,,,50,Connie Smith,wwood@example.org,International,2024-05-12
998,2023-06-28 07:00:00+00:00,3670,Kirk PLC,SMB,Education,South,6173.0,1,Discovery,Commit,2023-04-15,open,,,13,Margaret Brown,taylordaniel@example.com,South,2024-05-31
1036,2023-05-27 07:00:00+00:00,1832,Castro Group,Mid-Market,FinTech,West,25174.0,3,Proposal,Best Case,2023-06-30,open,,,37,Grace Jacobs,adam16@example.com,West,2022-07-26
1049,2023-05-06 07:00:00+00:00,1066,"Cook, Nunez and Garcia",SMB,Healthcare,West,19025.0,5,Closed,Best Case,2023-04-05,lost,2023-05-16,feature_gap,37,Grace Jacobs,adam16@example.com,West,2022-07-26
1054,2023-04-02 07:00:00+00:00,1033,"Hampton, Christian and Rose",Mid-Market,Healthcare,North,42383.0,2,Demo,Commit,2023-04-13,open,,,8,Elizabeth Rogers,lewisnoah@example.net,North,2023-04-24
1055,2023-04-02 07:00:00+00:00,1033,"Hampton, Christian and Rose",Mid-Market,Healthcare,North,92403.0,5,Closed,Commit,2023-05-10,won,2023-04-30,,8,Elizabeth Rogers,lewisnoah@example.net,North,2023-04-24
1069,2023-04-17 07:00:00+00:00,3915,Watson PLC,SMB,Retail,South,20769.0,5,Closed,Commit,2023-06-25,lost,2023-08-04,no_decision,20,John Blevins,dalton49@example.net,South,2024-03-09
1070,2023-04-11 07:00:00+00:00,3915,Watson PLC,SMB,Retail,South,12087.0,2,Demo,Commit,2020-01-01,open,,,20,John Blevins,dalton49@example.net,South,2024-03-09
1075,2023-06-04 07:00:00+00:00,2653,Howard-Martinez,SMB,Education,East,23359.0,2,Demo,Omit,2023-05-09,open,,,39,Julie Richards,allison89@example.net,West,2023-03-16
1076,2023-05-30 07:00:00+00:00,2653,Howard-Martinez,SMB,Education,East,8887.0,5,Closed,Omit,2023-04-15,won,2023-08-26,,39,Julie Richards,allison89@example.net,West,2023-03-16
1085,2023-04-29 07:00:00+00:00,1379,Cooper-Hall,SMB,Retail,South,7628.0,4,Negotiation,Best Case,2020-01-01,open,,,12,Karen Berg,mcdowellshawn@example.com,South,2023-03-20
1086,2023-05-06 07:00:00+00:00,1379,Cooper-Hall,SMB,Retail,South,13392.0,5,Closed,Best Case,2023-06-15,won,2023-06-12,,12,Karen Berg,mcdowellshawn@example.com,South,2023-03-20
1087,2023-04-14 07:00:00+00:00,392,Ibarra-Carter,SMB,Healthcare,South,11584.0,1,Discovery,Best Case,2023-05-23,open,,,12,Karen Berg,mcdowellshawn@example.com,South,2023-03-20
1088,2023-04-20 07:00:00+00:00,392,Ibarra-Carter,SMB,Healthcare,South,11383.0,1,Discovery,Commit,2023-05-30,open,,,12,Karen Berg,mcdowellshawn@example.com,South,2023-03-20
1089,2023-04-16 07:00:00+00:00,392,Ibarra-Carter,SMB,Healthcare,South,19071.0,5,Closed,Best Case,2023-05-04,won,2023-07-21,,12,Karen Berg,mcdowellshawn@example.com,South,2023-03-20
1090,2023-04-12 07:00:00+00:00,392,Ibarra-Carter,SMB,Healthcare,South,21491.0,5,Closed,Best Case,2023-06-11,lost,2023-07-05,no_decision,12,Karen Berg,mcdowellshawn@example.com,South,2023-03-20
1102,2023-05-31 07:00:00+00:00,1908,"Craig, Burns and Martin",SMB,Retail,West,5552.0,2,Demo,Commit,2020-01-01,open,,,40,Wendy Holmes,reginaldtaylor@example.org,West,2023-11-15
1103,2023-05-30 07:00:00+00:00,1908,"Craig, Burns and Martin",SMB,Retail,West,12960.0,5,Closed,Commit,2023-05-06,won,2023-08-10,,40,Wendy Holmes,reginaldtaylor@example.org,West,2023-11-15
1104,2023-06-01 07:00:00+00:00,1908,"Craig, Burns and Martin",SMB,Retail,West,15806.0,5,Closed,Best Case,2023-04-23,won,2023-07-07,,40,Wendy Holmes,reginaldtaylor@example.org,West,2023-11-15
1105,2023-05-30 07:00:00+00:00,1908,"Craig, Burns and Martin",SMB,Retail,West,17231.0,5,Closed,Best Case,2023-04-02,won,2023-06-12,,40,Wendy Holmes,reginaldtaylor@example.org,West,2023-11-15
1106,2023-06-16 07:00:00+00:00,618,Dodson-Martinez,SMB,Retail,East,5391.0,5,Closed,Commit,2023-04-10,won,2023-10-12,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
1107,2023-06-09 07:00:00+00:00,618,Dodson-Martinez,SMB,Retail,East,18658.0,5,Closed,Best Case,2023-05-23,won,2023-09-13,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
1118,2023-05-31 07:00:00+00:00,1584,Davis-Green,SMB,FinTech,West,16182.0,5,Closed,Best Case,2023-05-08,lost,2023-06-24,no_budget,39,Julie Richards,allison89@example.net,West,2023-03-16
1162,2023-05-09 07:00:00+00:00,3443,Adams PLC,Enterprise,Retail,East,414766.0,5,Closed,Commit,2023-05-26,won,2023-05-15,,26,Ricky Franklin,coryjohnson@example.net,East,2023-02-26
1163,2023-05-09 07:00:00+00:00,3443,Adams PLC,Enterprise,Retail,East,386933.0,5,Closed,Best Case,2023-06-29,won,2023-08-13,,26,Ricky Franklin,coryjohnson@example.net,East,2023-02-26
1165,2023-04-15 07:00:00+00:00,1020,"Rivas, Shah and Ryan",Mid-Market,Healthcare,North,83206.0,5,Closed,Commit,2020-01-01,lost,2023-05-05,timing,5,Mr. Brandon Fuller DDS,pnichols@example.net,North,2023-02-11
1166,2023-04-12 07:00:00+00:00,1020,"Rivas, Shah and Ryan",Mid-Market,Healthcare,North,69461.0,5,Closed,Omit,2023-06-18,won,2023-06-23,,5,Mr. Brandon Fuller DDS,pnichols@example.net,North,2023-02-11
1167,2023-04-11 07:00:00+00:00,1020,"Rivas, Shah and Ryan",Mid-Market,Healthcare,North,77305.0,1,Discovery,Best Case,2020-01-01,open,,,5,Mr. Brandon Fuller DDS,pnichols@example.net,North,2023-02-11
1176,2023-06-03 07:00:00+00:00,299,"Johnson, Chaney and Li",SMB,Education,North,13306.0,2,Demo,Best Case,2023-06-17,open,,,3,Dale Hopkins,william51@example.org,North,2023-07-07
1177,2023-05-29 07:00:00+00:00,299,"Johnson, Chaney and Li",SMB,Education,North,11250.0,5,Closed,Commit,2023-04-27,won,2023-08-18,,3,Dale Hopkins,william51@example.org,North,2023-07-07
1236,2023-06-20 07:00:00+00:00,3362,Williams Ltd,SMB,FinTech,South,19753.0,5,Closed,Best Case,2023-04-04,won,2023-08-01,,20,John Blevins,dalton49@example.net,South,2024-03-09
1260,2023-06-22 07:00:00+00:00,1108,"Lewis, Barton and Davis",Enterprise,Education,West,354644.0,2,Demo,Best Case,2020-01-01,open,,,35,Christian Jones,hamiltontimothy@example.org,West,2023-08-21
1261,2023-06-23 07:00:00+00:00,1108,"Lewis, Barton and Davis",Enterprise,Education,West,437172.0,5,Closed,Commit,2023-06-08,won,2023-10-13,,35,Christian Jones,hamiltontimothy@example.org,West,2023-08-21
1262,2023-06-24 07:00:00+00:00,1108,"Lewis, Barton and Davis",Enterprise,Education,West,174140.0,0,Qualification,Omit,2020-01-01,open,,,35,Christian Jones,hamiltontimothy@example.org,West,2023-08-21
1271,2023-06-11 07:00:00+00:00,994,Ritter Group,Mid-Market,Retail,South,43593.0,2,Demo,Best Case,2023-04-29,open,,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
1272,2023-06-13 07:00:00+00:00,994,Ritter Group,Mid-Market,Retail,South,33240.0,5,Closed,Commit,2023-06-16,won,2023-08-23,,25,Kyle Lee,scottcrane@example.com,East,2023-09-24
1278,2023-04-18 07:00:00+00:00,3809,"Vasquez, Bullock and Hodge",SMB,Healthcare,South,17763.0,3,Proposal,Omit,2020-01-01,open,,,32,Stephanie Hunt,dscott@example.net,West,2024-01-04
1279,2023-04-15 07:00:00+00:00,3809,"Vasquez, Bullock and Hodge",SMB,Healthcare,South,6427.0,1,Discovery,Omit,2023-06-21,open,,,32,Stephanie Hunt,dscott@example.net,West,2024-01-04
1353,2023-05-17 07:00:00+00:00,841,Anderson Group,SMB,FinTech,South,19324.0,3,Proposal,Commit,2023-04-09,open,,,12,Karen Berg,mcdowellshawn@example.com,South,2023-03-20
1363,2023-05-06 07:00:00+00:00,135,Harvey Ltd,Mid-Market,Healthcare,West,35659.0,5,Closed,Commit,2020-01-01,lost,2023-06-04,no_decision,37,Grace Jacobs,adam16@example.com,West,2022-07-26
1364,2023-05-06 07:00:00+00:00,135,Harvey Ltd,Mid-Market,Healthcare,West,70089.0,5,Closed,Omit,2023-04-13,lost,2023-07-20,feature_gap,37,Grace Jacobs,adam16@example.com,West,2022-07-26
1395,2023-04-10 07:00:00+00:00,936,Mcconnell-Beck,SMB,FinTech,International,23339.0,3,Proposal,Omit,2023-04-26,open,,,9,Robert Lawrence,trevorruiz@example.org,North,2022-10-13
1446,2023-04-18 07:00:00+00:00,2068,Chavez Group,SMB,Retail,East,6653.0,5,Closed,Commit,2023-05-01,won,2023-05-18,,6,Sierra Cordova,janetdalton@example.com,North,2023-08-16
1480,2023-04-08 07:00:00+00:00,3167,Richardson Ltd,SMB,Education,International,13205.0,3,Proposal,Best Case,2023-05-22,open,,,7,Vanessa Mcgee,helen89@example.com,North,2023-08-23
1511,2023-04-13 07:00:00+00:00,3526,Petty PLC,Mid-Market,Healthcare,East,98232.0,5,Closed,Omit,2023-05-16,won,2023-06-07,,27,Rachel Gonzalez,jon63@example.com,East,2022-04-06
1512,2023-04-09 07:00:00+00:00,3526,Petty PLC,Mid-Market,Healthcare,East,48238.0,2,Demo,Commit,2023-04-19,open,,,27,Rachel Gonzalez,jon63@example.com,East,2022-04-06
1513,2023-04-16 07:00:00+00:00,3526,Petty PLC,Mid-Market,Healthcare,East,58868.0,5,Closed,Commit,2023-04-18,won,2023-06-16,,27,Rachel Gonzalez,jon63@example.com,East,2022-04-06
1519,2023-05-04 07:00:00+00:00,566,"Martin, Green and Blevins",SMB,Retail,North,24171.0,5,Closed,Commit,2023-06-20,lost,2023-07-24,feature_gap,3,Dale Hopkins,william51@example.org,North,2023-07-07
1520,2023-05-08 07:00:00+00:00,566,"Martin, Green and Blevins",SMB,Retail,North,5238.0,3,Proposal,Omit,2023-04-16,open,,,3,Dale Hopkins,william51@example.org,North,2023-07-07
1542,2023-05-15 07:00:00+00:00,58,Knight Group,SMB,Education,East,16763.0,5,Closed,Omit,2020-01-01,won,2023-08-04,,30,Elizabeth Warner,tiffanythomas@example.com,East,2024-03-20
1550,2023-05-26 07:00:00+00:00,3018,"Briggs, Price and Hamilton",SMB,Education,East,19888.0,1,Discovery,Best Case,2023-04-28,open,,,21,David Ryan,ischwartz@example.org,East,2023-03-30
1551,2023-05-25 07:00:00+00:00,3018,"Briggs, Price and Hamilton",SMB,Education,East,16001.0,3,Proposal,Best Case,2023-04-26,open,,,21,David Ryan,ischwartz@example.org,East,2023-03-30
1554,2023-04-26 07:00:00+00:00,2384,"Harvey, Park and Miller",Mid-Market,Education,East,28285.0,5,Closed,Omit,2023-05-24,lost,2023-05-20,no_budget,24,Kenneth Rivas,wbrock@example.org,East,2022-12-14
1566,2023-06-21 07:00:00+00:00,2949,Roberson PLC,SMB,Retail,North,18479.0,5,Closed,Omit,2023-06-06,won,2023-06-30,,2,Carla Coleman,ralphknight@example.org,North,2022-09-10
1567,2023-06-21 07:00:00+00:00,2949,Roberson PLC,SMB,Retail,North,17760.0,5,Closed,Best Case,2023-05-18,won,2023-09-05,,2,Carla Coleman,ralphknight@example.org,North,2022-09-10
1568,2023-06-24 07:00:00+00:00,2949,Roberson PLC,SMB,Retail,North,6569.0,5,Closed,Best Case,2023-06-28,won,2023-09-03,,2,Carla Coleman,ralphknight@example.org,North,2022-09-10
1582,2023-05-09 07:00:00+00:00,452,Thompson-Rosario,SMB,FinTech,North,12963.0,5,Closed,Commit,2023-04-06,won,2023-08-10,,8,Elizabeth Rogers,lewisnoah@example.net,North,2023-04-24
1583,2023-05-14 07:00:00+00:00,452,Thompson-Rosario,SMB,FinTech,North,14924.0,1,Discovery,Best Case,2023-04-19,open,,,8,Elizabeth Rogers,lewisnoah@example.net,North,2023-04-24
1597,2023-04-02 07:00:00+00:00,24,"Leonard, Yoder and Rodriguez",Mid-Market,FinTech,West,78997.0,5,Closed,Commit,2023-04-15,won,2023-06-11,,35,Christian Jones,hamiltontimothy@example.org,West,2023-08-21
1598,2023-04-05 07:00:00+00:00,24,"Leonard, Yoder and Rodriguez",Mid-Market,FinTech,West,91494.0,5,Closed,Best Case,2023-04-17,won,2023-04-19,,35,Christian Jones,hamiltontimothy@example.org,West,2023-08-21
1633,2023-04-06 07:00:00+00:00,373,Chapman LLC,Mid-Market,Education,South,70634.0,4,Negotiation,Commit,2023-06-21,open,,,12,Karen Berg,mcdowellshawn@example.com,South,2023-03-20
1634,2023-04-06 07:00:00+00:00,373,Chapman LLC,Mid-Market,Education,South,51854.0,5,Closed,Commit,2023-05-31,lost,2023-06-13,no_decision,12,Karen Berg,mcdowellshawn@example.com,South,2023-03-20
1651,2023-04-15 07:00:00+00:00,2036,"Lopez, Gray and Perkins",SMB,FinTech,East,23371.0,5,Closed,Commit,2023-06-12,won,2023-05-18,,27,Rachel Gonzalez,jon63@example.com,East,2022-04-06
1668,2023-04-01 07:00:00+00:00,572,Campbell Ltd,SMB,FinTech,South,16821.0,5,Closed,Omit,2023-04-18,won,2023-05-06,,18,Savannah Willis,peter85@example.com,South,2023-09-21
1675,2023-06-25 07:00:00+00:00,1377,Gibson Ltd,Mid-Market,FinTech,North,26099.0,5,Closed,Commit,2023-04-06,won,2023-08-21,,6,Sierra Cordova,janetdalton@example.com,North,2023-08-16
1690,2023-05-23 07:00:00+00:00,2177,"Santana, Gray and Carpenter",Mid-Market,Education,East,49985.0,0,Qualification,Commit,2023-06-21,open,,,30,Elizabeth Warner,tiffanythomas@example.com,East,2024-03-20
1691,2023-05-29 07:00:00+00:00,2177,"Santana, Gray and Carpenter",Mid-Market,Education,East,35526.0,1,Discovery,Omit,2023-04-27,open,,,30,Elizabeth Warner,tiffanythomas@example.com,East,2024-03-20
1728,2023-06-30 07:00:00+00:00,143,"Hoffman, Rodriguez and Burns",SMB,Retail,West,9201.0,3,Proposal,Omit,2023-04-15,open,,,33,Jeffrey Martin,michaelnguyen@example.net,West,2023-10-02
1748,2023-05-16 07:00:00+00:00,166,"Briggs, Soto and Ayala",Mid-Market,Education,South,43259.0,5,Closed,Omit,2023-06-02,lost,2023-08-19,timing,18,Savannah Willis,peter85@example.com,South,2023-09-21
1751,2023-06-04 07:00:00+00:00,1544,Ross and Sons,SMB,FinTech,International,12275.0,3,Proposal,Omit,2023-06-19,open,,,42,Melissa Buckley,jasonjuarez@example.org,International,2024-01-19
1752,2023-06-05 07:00:00+00:00,1544,Ross and Sons,SMB,FinTech,International,22548.0,5,Closed,Best Case,2023-04-27,won,2023-08-06,,42,Melissa Buckley,jasonjuarez@example.org,International,2024-01-19
1755,2023-04-10 07:00:00+00:00,866,Sherman Ltd,Mid-Market,Healthcare,West,92428.0,5,Closed,Best Case,2023-05-06,won,2023-05-03,,32,Stephanie Hunt,dscott@example.net,West,2024-01-04
1756,2023-04-20 07:00:00+00:00,866,Sherman Ltd,Mid-Market,Healthcare,West,76832.0,3,Proposal,Omit,2023-05-28,open,,,32,Stephanie Hunt,dscott@example.net,West,2024-01-04
1847,2023-06-08 07:00:00+00:00,426,"Guerra, Duncan and Taylor",Mid-Market,Education,West,50212.0,5,Closed,Best Case,2023-05-30,won,2023-07-09,,34,Harold Goodman,monroesandra@example.org,West,2023-07-15
1848,2023-06-15 07:00:00+00:00,426,"Guerra, Duncan and Taylor",Mid-Market,Education,West,74679.0,3,Proposal,Best Case,2023-04-04,open,,,34,Harold Goodman,monroesandra@example.org,West,2023-07-15
1849,2023-06-15 07:00:00+00:00,426,"Guerra, Duncan and Taylor",Mid-Market,Education,West,26060.0,5,Closed,Commit,2023-05-31,won,2023-09-16,,34,Harold Goodman,monroesandra@example.org,West,2023-07-15
1885,2023-06-03 07:00:00+00:00,726,Campbell-Berg,SMB,Healthcare,South,20464.0,5,Closed,Omit,2023-04-11,won,2023-08-20,,19,Christopher Hughes,dawn43@example.net,South,2023-06-10
1886,2023-06-08 07:00:00+00:00,726,Campbell-Berg,SMB,Healthcare,South,18929.0,5,Closed,Best Case,2023-06-25,won,2023-09-14,,19,Christopher Hughes,dawn43@example.net,South,2023-06-10
1887,2023-05-31 07:00:00+00:00,726,Campbell-Berg,SMB,Healthcare,South,6026.0,5,Closed,Omit,2020-01-01,won,2023-06-25,,19,Christopher Hughes,dawn43@example.net,South,2023-06-10
1895,2023-04-10 07:00:00+00:00,2864,James Group,Mid-Market,FinTech,International,70899.0,1,Discovery,Omit,2020-01-01,open,,,49,Monica Acosta,xbush@example.net,International,2023-03-12
1928,2023-04-11 07:00:00+00:00,2986,Jordan PLC,Mid-Market,Healthcare,East,27434.0,3,Proposal,Best Case,2023-05-10,open,,,27,Rachel Gonzalez,jon63@example.com,East,2022-04-06
1941,2023-05-04 07:00:00+00:00,2233,"Schultz, Mcdowell and Garcia",SMB,FinTech,North,14551.0,5,Closed,Omit,2023-04-01,won,2023-06-09,,4,Felicia Flores,stacey58@example.com,North,2022-05-04
